SVD Recommendation Evaluation - Precision: 0.0374, Recall: 0.0287, F-Measure: 0.0324, NDCG: 0.0412
Top-10 Recommendations (SVD):
User 57: 1307, 2918, 2078, 898, 1022, 5618, 2018, 1917, 2987, 17
User 58: 316, 11, 329, 34, 10, 236, 151, 434, 2, 410
User 59: 1204, 908, 1225, 2890, 1272, 1214, 1267, 1206, 923, 356
User 60: 1221, 2959, 79132, 593, 81132, 296, 356, 2571, 953, 608
User 61: 296, 2959, 2329, 7153, 541, 111, 1222, 2542, 2571, 1200
User 62: 4226, 51255, 1625, 8798, 367, 6942, 2706, 93510, 34162, 79592
User 63: 6377, 4973, 2012, 2011, 8360, 1240, 1206, 3114, 2700, 380
User 64: 2081, 1291, 1544, 2288, 431, 3753, 2000, 2336, 3703, 1233
User 65: 2571, 5952, 33794, 3578, 1704, 2324, 48516, 356, 593, 48394
User 66: 410, 1282, 2804, 1230, 1199, 1208, 40815, 2273, 1608, 4369
User 67: 110, 1240, 2762, 1, 5445, 8360, 5218, 1210, 2716, 3147
User 68: 1909, 81132, 30793, 59784, 2393, 745, 2723, 6350, 26701, 36529
User 69: 858, 2959, 150, 1198, 480, 1200, 1240, 780, 110, 750
User 70: 1961, 1221, 50, 2028, 593, 1262, 1265, 260, 1387, 4995
User 71: 32, 141, 104, 112, 661, 653, 628, 786, 25, 6
User 72: 2571, 480, 380, 1213, 608, 1, 2028, 349, 1197, 10
User 73: 1265, 33794, 88163, 3578, 79702, 50872, 80549, 7458, 3114, 102903
User 74: 480, 3362, 260, 2712, 153, 2395, 1248, 4016, 48780, 1172
User 75: 1210, 1197, 5952, 1270, 1356, 1527, 7153, 293, 595, 588
User 76: 50, 2329, 1193, 1198, 4993, 1222, 293, 1197, 1240, 3949
User 77: 4306, 2959, 3793, 4896, 6365, 1291, 6934, 8368, 5445, 2628
User 78: 1196, 1210, 110, 457, 1580, 2115, 10, 592, 2028, 153
User 79: 1198, 1036, 110, 1214, 1270, 592, 527, 356, 608, 1208
User 80: 3578, 36529, 4262, 68358, 57669, 733, 60069, 34405, 32587, 2916
User 81: 380, 292, 349, 253, 185, 1, 480, 457, 50, 434
User 82: 377, 1240, 1917, 296, 2706, 500, 2167, 1073, 1407, 6365
User 83: 2959, 527, 1208, 2571, 2329, 4878, 316, 3996, 1097, 1584
User 84: 497, 151, 337, 1259, 222, 168, 553, 314, 249, 930
User 85: 318, 81132, 593, 79132, 2324, 1223, 36, 1912, 1721, 608
User 86: 364, 110, 593, 3114, 4995, 6874, 589, 8360, 4022, 2329
User 87: 81132, 2987, 4306, 608, 1907, 1197, 1206, 594, 29, 26701
User 88: 6539, 2959, 2329, 3578, 7361, 6377, 296, 4011, 4886, 4848
User 89: 81132, 2959, 81847, 56152, 26701, 106696, 595, 4719, 63859, 110
User 90: 648, 736, 733, 628, 95, 6, 661, 62, 112, 296
User 91: 1333, 1320, 3396, 3052, 2539, 1223, 1784, 1587, 1272, 1345
User 92: 81132, 1022, 2987, 4306, 661, 595, 3034, 2080, 783, 1032
User 93: 780, 1210, 457, 587, 208, 364, 165, 377, 292, 500
User 94: 349, 480, 1, 457, 339, 454, 300, 50, 442, 48
User 95: 1127, 1197, 1097, 1610, 858, 4993, 2628, 778, 3160, 1356
User 96: 1196, 457, 1240, 736, 1270, 1580, 364, 1917, 588, 47
User 97: 260, 1198, 1221, 1196, 318, 2959, 2617, 4993, 5445, 4886
User 98: 6377, 4886, 2762, 1221, 78499, 68954, 47, 924, 3000, 1136
User 99: 380, 185, 349, 110, 208, 317, 344, 350, 364, 47
User 100: 2797, 1073, 2080, 39, 500, 440, 2012, 2011, 509, 150
User 101: 2571, 2791, 1732, 1580, 1197, 1265, 2628, 2028, 2987, 2763
User 102: 110, 292, 185, 367, 316, 225, 10, 208, 50, 500
User 103: 29, 62, 1304, 1148, 2023, 4239, 2987, 1907, 736, 17
User 104: 1197, 1183, 1073, 899, 903, 7153, 912, 1, 1721, 3996
User 105: 81132, 1200, 3000, 2617, 1215, 587, 2080, 2005, 26701, 48774
User 106: 5816, 54001, 58559, 4306, 4886, 88125, 60069, 2959, 79132, 8961
User 107: 380, 339, 32, 356, 344, 364, 349, 225, 288, 480
User 108: 1198, 527, 4306, 1214, 5377, 356, 377, 4226, 5445, 4963
User 109: 350, 292, 17, 224, 265, 225, 434, 508, 1, 236
User 110: 2329, 356, 293, 6016, 7361, 593, 1136, 50, 260, 1617
User 111: 457, 56152, 1200, 1073, 76093, 80549, 5064, 44191, 3176, 3081
User 112: 296, 589, 648, 1197, 318, 736, 2762, 733, 344, 316
User 113: 2396, 910, 1704, 919, 1250, 1252, 527, 1028, 914, 500
User 114: 7153, 4886, 1197, 1196, 356, 6539, 72998, 608, 4993, 8360
User 115: 1210, 551, 1036, 377, 2081, 1291, 1517, 2985, 1573, 466
User 116: 1580, 380, 1097, 1207, 587, 1240, 10, 648, 1028, 1214
User 117: 95, 208, 337, 265, 509, 25, 22, 1, 355, 196
User 118: 593, 50, 318, 260, 1193, 111, 6016, 2329, 1210, 2959
User 119: 89745, 59315, 48780, 91500, 4246, 8665, 112852, 7361, 6373, 47
User 120: 1, 95, 661, 6, 25, 494, 112, 62, 628, 786
User 121: 32, 153, 185, 50, 165, 208, 364, 350, 10, 231
User 122: 8361, 1617, 30793, 5445, 32587, 1252, 5444, 2005, 3448, 3751
User 123: 58559, 60069, 91529, 1198, 1073, 68954, 74458, 72998, 356, 4878
User 124: 150, 2571, 47, 780, 2959, 778, 1704, 590, 2028, 589
User 125: 364, 70, 2791, 4896, 81132, 8361, 51255, 1250, 89745, 8644
User 126: 480, 10, 225, 1, 39, 500, 32, 50, 266, 2
User 127: 2987, 81132, 1252, 908, 4306, 26701, 79132, 904, 933, 1269
User 128: 1197, 1210, 858, 2571, 919, 750, 457, 1252, 969, 1221
User 129: 5349, 1917, 2762, 3052, 1206, 380, 6377, 4022, 2716, 8368
User 130: 356, 10, 47, 457, 288, 434, 364, 266, 377, 454
User 131: 2959, 1198, 1208, 7153, 527, 2542, 904, 1197, 2762, 589
User 132: 5445, 2080, 3000, 7361, 597, 7438, 6942, 587, 2145, 1201
User 133: 161, 292, 329, 364, 165, 21, 357, 593, 434, 316
User 134: 292, 165, 185, 150, 356, 480, 225, 10, 329, 34
User 135: 1394, 1527, 1127, 353, 736, 2710, 2617, 2918, 29, 2278
User 136: 22, 434, 288, 454, 2, 186, 236, 48, 60, 442
User 137: 2858, 1213, 1276, 1387, 1224, 1945, 1356, 1234, 1086, 909
User 138: 81132, 26701, 88125, 79132, 595, 32031, 594, 1907, 48, 673
User 139: 1196, 44191, 8636, 6365, 4896, 60069, 1210, 4963, 49530, 6377
User 140: 1282, 6350, 1944, 8361, 783, 1407, 2565, 2135, 1464, 1597
User 141: 2762, 7361, 5816, 5349, 3793, 3996, 4995, 4878, 2115, 2617
User 142: 110, 153, 454, 300, 185, 318, 10, 21, 316, 253
User 143: 8961, 7451, 1197, 4886, 4246, 1907, 46578, 2572, 8360, 45720
User 144: 1721, 367, 1097, 595, 2324, 1704, 165, 1073, 2628, 185
User 145: 110, 32, 185, 253, 356, 349, 367, 364, 10, 34
User 146: 2987, 81132, 364, 1, 783, 79132, 661, 780, 296, 1215
User 147: 81132, 6, 4306, 1197, 329, 22, 1374, 1148, 316, 2617
User 148: 59315, 4306, 8961, 6539, 58559, 77561, 78499, 5218, 91529, 260
User 149: 1198, 1584, 1748, 2571, 1653, 1909, 1, 1376, 1215, 648
User 150: 736, 1, 780, 260, 112, 661, 17, 786, 783, 708
User 151: 733, 32, 260, 653, 494, 112, 7, 628, 783, 5
User 152: 4226, 2324, 1089, 293, 2762, 68157, 4973, 2028, 74458, 778
User 153: 6016, 5618, 8961, 6874, 593, 608, 68157, 2692, 1784, 2329
User 154: 60069, 58559, 59315, 88125, 91529, 8368, 54001, 3147, 102125, 50872
User 155: 2683, 2571, 2700, 2762, 1265, 356, 780, 1136, 2858, 480
User 156: 1197, 1250, 1676, 2145, 2150, 3448, 1573, 2108, 1625, 5291
User 157: 2571, 356, 858, 81132, 318, 79132, 2324, 2858, 6016, 1097
User 158: 81132, 79132, 4306, 26701, 1215, 2987, 2617, 4886, 1197, 81847
User 159: 8961, 593, 588, 4995, 46578, 5989, 2762, 2396, 1393, 2028
User 160: 1089, 1197, 2080, 410, 866, 1282, 380, 2167, 1269, 1968
User 161: 4306, 720, 364, 595, 594, 356, 2081, 3034, 4886, 4016
User 162: 527, 25, 223, 11, 21, 265, 350, 32, 110, 151
User 163: 79132, 81132, 2617, 1907, 2987, 1682, 1917, 88125, 3578, 2355
User 164: 260, 1214, 1270, 2571, 2028, 648, 541, 377, 2000, 1387
User 165: 260, 457, 1036, 1270, 1200, 589, 4306, 2115, 1240, 4993
User 166: 4995, 1136, 8961, 6016, 3996, 912, 34, 364, 480, 6539
User 167: 7153, 4027, 2542, 1517, 5445, 3996, 1223, 2355, 3147, 3578
User 168: 904, 50, 1204, 1206, 1250, 541, 924, 1234, 1136, 778
User 169: 110, 8368, 2987, 1208, 6373, 2959, 2746, 2355, 1215, 6942
User 170: 349, 380, 165, 316, 434, 253, 329, 367, 1, 225
User 171: 50, 6, 736, 293, 733, 1213, 589, 112, 95, 912
User 172: 356, 260, 2571, 318, 1196, 2028, 480, 1097, 780, 1198
User 173: 380, 349, 318, 457, 454, 364, 367, 539, 1, 165
User 174: 364, 377, 110, 208, 367, 434, 47, 266, 21, 500
User 175: 81132, 2987, 1907, 26701, 4306, 32031, 79132, 43932, 81847, 4719
User 176: 356, 185, 253, 339, 367, 480, 208, 225, 364, 288
User 177: 1200, 1215, 1921, 47610, 81132, 2002, 79132, 1690, 2414, 52287
User 178: 260, 150, 293, 6016, 1089, 165, 32, 2324, 4306, 2762
User 179: 10, 2, 780, 648, 266, 39, 21, 160, 6, 260
User 180: 1210, 593, 1200, 608, 2959, 1215, 1270, 4306, 541, 858
User 181: 364, 292, 434, 95, 329, 440, 266, 150, 315, 153
User 182: 81132, 661, 26701, 78499, 8950, 22, 60684, 32587, 2023, 459
User 183: 1240, 1291, 356, 1198, 260, 780, 2571, 349, 165, 1101
User 184: 60069, 68954, 72998, 96079, 76093, 99114, 69844, 81834, 97938, 87232
User 185: 1148, 4306, 594, 48, 1022, 2080, 1282, 2087, 1784, 2987
User 186: 590, 1270, 2657, 920, 2393, 912, 1690, 32, 2455, 2080
User 187: 588, 6016, 4306, 6, 3793, 3751, 904, 2395, 2987, 2174
User 188: 595, 953, 2081, 933, 910, 1380, 2987, 1073, 902, 930
User 189: 79132, 2028, 6539, 60069, 44191, 296, 110, 1704, 59315, 74458
User 190: 4226, 608, 5952, 7153, 8360, 8961, 5349, 4993, 4022, 3949
User 191: 318, 608, 62, 364, 266, 357, 11, 141, 497, 337
User 192: 161, 165, 153, 253, 454, 329, 231, 318, 208, 344
User 193: 1221, 608, 1210, 2571, 5952, 2762, 541, 7361, 50, 4993
User 194: 1197, 2987, 81132, 1907, 4306, 595, 364, 2617, 1208, 594
User 195: 1610, 1240, 1617, 593, 110, 2997, 1729, 457, 2502, 1258
User 196: 356, 2959, 648, 480, 7153, 4993, 377, 1, 1200, 589
User 197: 593, 32, 1270, 111, 1221, 1208, 380, 1222, 2959, 2194
User 198: 527, 1208, 2011, 1923, 590, 1222, 288, 21, 1374, 2
User 199: 1247, 10, 39, 1200, 595, 1282, 3996, 32, 3033, 919
User 200: 380, 1247, 50, 6155, 1917, 920, 2174, 3753, 733, 1089
User 201: 648, 110, 1101, 2987, 590, 2797, 541, 2716, 1036, 1073
User 202: 1653, 866, 1250, 1233, 2023, 22, 1225, 337, 1923, 151
User 203: 6539, 356, 2959, 6377, 5816, 5349, 8360, 8961, 1073, 4963
User 204: 6016, 7153, 50, 5952, 1193, 608, 4011, 2028, 1213, 1625
User 205: 6539, 5952, 4993, 60069, 1196, 79132, 58559, 59315, 89745, 72998
User 206: 260, 6, 628, 112, 653, 494, 5, 52, 786, 708
User 207: 296, 2959, 2571, 81132, 2987, 26701, 4306, 2617, 32031, 4878
User 208: 377, 260, 356, 1196, 527, 1240, 480, 1036, 1200, 1580
User 209: 58559, 296, 260, 527, 2329, 60069, 1196, 110, 3147, 59315
User 210: 68954, 8368, 3793, 54001, 79132, 4886, 81834, 40815, 59784, 5445
User 211: 4993, 593, 2329, 44191, 48516, 110, 5952, 79132, 7438, 1213
User 212: 1, 48780, 74458, 49272, 91542, 4226, 30793, 3671, 4886, 2329
User 213: 4886, 1200, 3578, 8961, 165, 588, 595, 5349, 1196, 648
User 214: 733, 32, 95, 260, 653, 494, 36, 783, 112, 7
User 215: 2571, 7153, 7361, 2997, 1222, 3481, 3578, 1210, 1265, 1036
User 216: 908, 904, 919, 2396, 2384, 1284, 1517, 1234, 2571, 2683
User 217: 1262, 2078, 2081, 1097, 2858, 377, 933, 441, 2387, 552
User 218: 2987, 904, 111, 1197, 541, 81132, 2081, 1907, 1208, 783
User 219: 5218, 594, 33679, 1200, 44191, 1214, 2692, 3489, 1610, 33794
User 220: 2858, 1136, 1214, 110, 4993, 3578, 2706, 5445, 367, 7143
User 221: 1682, 1580, 588, 2324, 2076, 6942, 339, 955, 4011, 2916
User 222: 7153, 377, 7361, 10, 6016, 1704, 4246, 7458, 67255, 79132
User 223: 356, 4993, 1196, 2858, 2959, 1197, 5952, 1210, 8360, 150
User 224: 2571, 2762, 150, 1704, 1198, 587, 318, 912, 1097, 2671
User 225: 1200, 1215, 1527, 1517, 1968, 1345, 1278, 2706, 2005, 1307
User 226: 1682, 1584, 592, 593, 2470, 3868, 353, 370, 2105, 673
User 227: 48516, 2028, 57669, 1210, 60069, 44191, 1, 2324, 3578, 68157
User 228: 1198, 1210, 1200, 1221, 593, 2959, 296, 589, 356, 81132
User 229: 161, 292, 32, 316, 50, 47, 339, 208, 266, 39
User 230: 4306, 4886, 1917, 316, 5989, 480, 2571, 5445, 1923, 1
User 231: 1210, 2028, 480, 318, 4993, 2959, 1221, 541, 1197, 608
User 232: 81132, 778, 111, 908, 1356, 3752, 1407, 168, 72737, 1909
User 233: 3578, 4226, 1704, 68954, 293, 4886, 67255, 55247, 4963, 49530
User 234: 367, 595, 551, 2, 780, 661, 2167, 1035, 1282, 733
User 235: 50, 367, 165, 17, 1, 339, 266, 497, 253, 272
User 236: 1200, 1625, 1215, 1407, 1717, 2700, 2005, 81132, 1219, 1089
User 237: 2959, 296, 1356, 527, 2329, 858, 6016, 1376, 8360, 5418
User 238: 1304, 5388, 50, 81132, 908, 1276, 1252, 6016, 1907, 587
User 239: 2762, 592, 1732, 8665, 4995, 3114, 185, 8636, 150, 2012
User 240: 350, 145, 22, 588, 236, 266, 112, 288, 552, 353
User 241: 608, 4226, 2329, 293, 356, 79132, 3949, 6711, 48516, 778
User 242: 110, 165, 50, 288, 364, 339, 10, 454, 367, 356
User 243: 349, 364, 316, 344, 367, 253, 480, 95, 292, 318
User 244: 1210, 1036, 150, 480, 1240, 260, 2194, 1101, 1387, 161
User 245: 81132, 1223, 4306, 1907, 26701, 364, 595, 79132, 32031, 2987
User 246: 110, 480, 367, 1270, 587, 32, 2700, 4878, 76093, 8368
User 247: 79132, 595, 4963, 1206, 778, 5816, 50872, 8665, 8360, 6934
User 248: 1270, 7153, 68954, 4993, 5952, 8360, 1197, 1580, 72998, 5349
User 249: 81132, 26701, 539, 2396, 1247, 661, 1464, 85261, 32031, 7445
User 250: 1097, 2987, 527, 356, 2081, 1028, 81132, 50, 364, 595
User 251: 50, 2762, 2858, 110, 2329, 858, 2324, 1213, 4973, 1222
User 252: 4306, 356, 4886, 68954, 3114, 60069, 588, 76093, 595, 72998
User 253: 2692, 2858, 7361, 2987, 5618, 296, 4878, 1206, 1197, 1199
User 254: 6016, 364, 5989, 1240, 1213, 588, 5418, 377, 541, 7147
User 255: 2987, 260, 480, 2700, 2571, 81132, 1196, 1215, 2683, 1198
User 256: 589, 2012, 4886, 4369, 4370, 165, 4299, 8644, 145, 32587
User 257: 81132, 2987, 95, 783, 32, 2081, 48, 26701, 1, 2617
User 258: 356, 79132, 4886, 2324, 2028, 4306, 58559, 72998, 6377, 593
User 259: 6377, 1, 2987, 364, 4995, 6539, 2355, 5445, 81132, 8360
User 260: 2858, 223, 7361, 3949, 3996, 2324, 293, 4306, 745, 1247
User 261: 2959, 527, 293, 1213, 110, 1270, 593, 4011, 480, 4306
User 262: 32, 527, 357, 223, 11, 150, 608, 235, 62, 364
User 263: 2762, 590, 608, 1234, 1265, 2671, 838, 588, 595, 260
User 264: 260, 2028, 588, 2, 1097, 34, 380, 1375, 589, 2640
User 265: 1210, 1200, 919, 924, 1127, 1909, 1320, 2, 1372, 2762
User 266: 2502, 47, 380, 1214, 70, 1584, 293, 1221, 2023, 2700
User 267: 356, 1214, 780, 2028, 1527, 1127, 1584, 1580, 1291, 1374
User 268: 1198, 2194, 593, 296, 2959, 1089, 1136, 2396, 1270, 608
User 269: 736, 260, 112, 141, 62, 628, 653, 661, 608, 104
User 270: 780, 260, 786, 719, 783, 802, 788, 852, 673, 647
User 271: 541, 1215, 364, 1374, 2985, 3535, 1240, 81132, 1748, 1
User 272: 79132, 356, 58559, 2959, 2617, 72998, 2028, 6539, 1036, 2916
User 273: 50, 153, 300, 380, 356, 377, 11, 2355, 17, 39
User 274: 81132, 1907, 60069, 56174, 4719, 26701, 56152, 68954, 49530, 53972
User 275: 442, 928, 2987, 780, 1260, 10, 1573, 29, 1927, 2116
User 276: 733, 95, 32, 661, 788, 112, 588, 595, 165, 110
User 277: 648, 733, 141, 494, 661, 628, 25, 6, 783, 7
User 278: 296, 356, 81132, 2959, 858, 79132, 593, 2617, 26701, 2571
User 279: 150, 4878, 49530, 1089, 4011, 68954, 32587, 1220, 592, 1206
User 280: 588, 1777, 2959, 8360, 6373, 7293, 6934, 5991, 47, 50872
User 281: 296, 81132, 2959, 2571, 4306, 26701, 4878, 2987, 48, 594
User 282: 1097, 1206, 590, 3275, 1302, 555, 1262, 6502, 2700, 7361
User 283: 260, 296, 780, 480, 1197, 380, 2028, 736, 4306, 1580
User 284: 364, 161, 292, 253, 317, 225, 480, 500, 368, 1
User 285: 1221, 1208, 593, 608, 908, 2160, 1197, 4878, 1233, 1228
User 286: 457, 1089, 1704, 2858, 480, 1393, 586, 595, 293, 380
User 287: 2858, 7361, 2502, 2571, 3481, 4226, 1089, 1258, 778, 1259
User 288: 1183, 198, 81132, 849, 6365, 368, 1267, 2161, 56152, 680
User 289: 2291, 541, 1222, 2987, 2657, 81132, 111, 296, 1206, 2716
User 290: 1267, 1183, 1272, 1953, 926, 1625, 2716, 933, 1994, 1956
User 291: 79132, 5952, 6539, 76093, 8961, 41566, 78499, 4886, 4306, 79091
User 292: 2947, 5459, 40815, 648, 2006, 454, 2470, 11, 2087, 3253
User 293: 4306, 296, 81132, 2987, 1907, 79132, 736, 150, 260, 648
User 294: 223, 1265, 2393, 235, 2150, 2273, 480, 362, 2012, 2490
User 295: 593, 6016, 2571, 111, 608, 47, 2542, 293, 1258, 1036
User 296: 3147, 2329, 4993, 2762, 79132, 593, 150, 2858, 47, 7361
User 297: 296, 380, 32, 110, 648, 1213, 474, 316, 112, 260
User 298: 364, 88125, 8874, 1307, 2001, 5464, 1080, 31658, 2968, 59784
User 299: 1097, 1200, 4306, 364, 2288, 1196, 81132, 3471, 49530, 1215
User 300: 296, 3147, 4226, 1193, 68157, 110, 293, 1721, 60069, 3949
User 301: 150, 2959, 4886, 380, 6016, 1704, 590, 1206, 4878, 367
User 302: 593, 6, 1, 780, 733, 736, 112, 50, 380, 52
User 303: 1198, 541, 780, 2916, 1036, 1197, 1291, 1376, 1265, 2011
User 304: 592, 1923, 736, 2028, 587, 6, 161, 339, 2115, 969
User 305: 2005, 81132, 2321, 8665, 7099, 5064, 1464, 2916, 587, 2763
User 306: 1197, 78499, 79132, 59784, 79091, 108932, 6539, 364, 356, 1907
User 307: 968, 161, 2617, 5377, 969, 6708, 2722, 198, 2002, 912
User 308: 4306, 4896, 588, 8360, 595, 60069, 54001, 31658, 69844, 3114
User 309: 1617, 910, 7153, 2959, 2858, 750, 1086, 1304, 922, 1252
User 310: 903, 1262, 541, 1136, 1234, 912, 150, 1252, 1208, 588
User 311: 81132, 2987, 4306, 1907, 26701, 32031, 81847, 29, 780, 4848
User 312: 1258, 1653, 1732, 1527, 2455, 1270, 1345, 454, 1263, 1625
User 313: 1921, 1206, 2396, 1407, 1259, 1393, 778, 2324, 1573, 1584
User 314: 2, 36, 339, 454, 266, 25, 168, 780, 34, 235
User 315: 919, 969, 953, 595, 908, 903, 912, 899, 904, 898
User 316: 2959, 2987, 2617, 2916, 2700, 3793, 551, 81132, 318, 2997
User 317: 4995, 4963, 67255, 55765, 4226, 54286, 6377, 541, 527, 49530
User 318: 81132, 10, 26701, 56152, 588, 91542, 62999, 1912, 4719, 81847
User 319: 68954, 593, 2028, 296, 59315, 50, 48780, 3147, 3114, 76093
User 320: 81132, 2571, 79132, 58559, 26701, 81847, 4306, 32031, 2987, 1907
User 321: 185, 110, 329, 10, 434, 34, 47, 266, 236, 48
User 322: 1089, 593, 2028, 1197, 2329, 2716, 527, 380, 2628, 1213
User 323: 21, 224, 1210, 380, 265, 235, 11, 25, 339, 350
User 324: 1221, 81132, 4306, 593, 1198, 3114, 1193, 26701, 81847, 1215
User 325: 2300, 1097, 910, 1259, 6934, 2791, 7445, 16, 1704, 1079
User 326: 44191, 58559, 1704, 778, 5989, 33794, 49272, 5064, 590, 7458
User 327: 2959, 296, 1, 1201, 2542, 163, 3751, 3114, 344, 110
User 328: 6377, 4886, 2716, 4993, 593, 923, 778, 367, 1214, 6874
User 329: 296, 608, 1221, 2959, 111, 356, 81132, 1208, 29, 903
User 330: 2115, 1704, 3114, 1307, 1079, 1407, 3081, 1220, 4027, 953
User 331: 48516, 44191, 8368, 5989, 4878, 51662, 48780, 4027, 1682, 69122
User 332: 924, 1222, 4878, 1198, 1408, 1721, 260, 913, 6934, 8360
User 333: 858, 81132, 4306, 1221, 26701, 2617, 6539, 1912, 49530, 32031
User 334: 1197, 541, 6539, 1200, 5445, 780, 4995, 5349, 1387, 6874
User 335: 260, 150, 1210, 480, 153, 47, 2571, 293, 858, 32
User 336: 608, 111, 260, 1221, 1193, 2916, 32, 1682, 292, 380
User 337: 780, 661, 608, 786, 52, 802, 788, 140, 852, 647
User 338: 2571, 1213, 4993, 1193, 356, 608, 2329, 6016, 7361, 4878
User 339: 920, 1204, 1197, 1262, 1573, 2997, 2968, 1884, 1250, 34319
User 340: 380, 377, 339, 434, 231, 47, 364, 225, 367, 1
User 341: 318, 4306, 8961, 780, 6377, 2617, 165, 104, 377, 79132
User 342: 2571, 1197, 2858, 2700, 260, 81132, 2763, 2502, 79132, 1653
User 343: 1036, 7361, 47, 608, 2028, 293, 79132, 4973, 1258, 1210
User 344: 1580, 1196, 4886, 2011, 5445, 1197, 1527, 2959, 527, 5349
User 345: 541, 2455, 1215, 2683, 1274, 909, 3471, 1371, 81132, 953
User 346: 4226, 1089, 1247, 6016, 1263, 4848, 908, 1094, 2692, 2324
User 347: 349, 161, 367, 329, 296, 288, 225, 48, 410, 318
User 348: 1193, 2571, 1198, 47, 1206, 6016, 293, 1252, 904, 923
